Déplacement (mm);Force (N)
7.08;11484.68
7.08;11484.68
7.08;11484.68
7.08;11468.68
7.08;11468.68
7.08;11468.68
7.08;11468.68
7.08;11468.68
7.08;11484.68
7.08;11500.67
7.08;11516.67
7.08;11532.67
7.08;11532.67
7.08;11548.66
7.08;11548.66
7.13;11532.67
7.13;11532.67
7.13;11516.67
7.13;11516.67
7.13;11500.67
7.13;11500.67
7.13;11500.67
7.13;11500.67
7.13;11484.68
7.13;11500.67
7.13;11484.68
7.13;11500.67
7.13;11516.67
7.13;11532.67
7.19;11532.67
7.19;11564.66
7.19;11564.66
7.19;11580.65
7.19;11580.65
7.19;11580.65
7.19;11580.65
7.19;11580.65
7.24;11564.66
7.24;11564.66
7.24;11548.66
7.24;11548.66
7.24;11548.66
7.24;11548.66
7.24;11548.66
7.24;11548.66
7.24;11548.66
7.24;11564.66
7.24;11548.66
7.24;11548.66
7.24;11548.66
7.24;11548.66
7.24;11532.67
7.24;11548.66
7.24;11548.66
7.3;11564.66
7.3;11564.66
7.3;11580.65
7.3;11596.65
7.3;11612.64
7.3;11612.64
7.3;11628.64
7.3;11612.64
7.3;11612.64
7.3;11596.65
7.3;11580.65
7.36;11596.65
7.36;11580.65
7.36;11580.65
7.36;11580.65
7.36;11580.65
7.36;11596.65
7.36;11596.65
7.36;11612.64
7.36;11628.64
7.36;11644.63
7.36;11644.63
7.36;11644.63
7.41;11644.63
7.41;11644.63
7.41;11628.64
7.41;11628.64
7.41;11612.64
7.41;11612.64
7.41;11612.64
7.41;11628.64
7.41;11628.64
7.41;11628.64
7.41;11628.64
7.41;11644.63
7.41;11644.63
7.41;11644.63
7.41;11644.63
7.47;11644.63
7.47;11628.64
7.47;11628.64
7.47;11628.64
7.47;11628.64
7.47;11628.64
7.47;11644.63
7.47;11644.63
7.47;11660.63
7.47;11660.63
7.47;11676.62
7.47;11676.62
7.47;11692.62
7.47;11692.62
7.52;11692.62
7.52;11692.62
7.52;11692.62
7.52;11676.62
7.52;11676.62
7.52;11660.63
7.52;11676.62
7.52;11660.63
7.52;11708.61
7.58;11676.62
7.58;11660.63
7.58;11676.62
7.58;11692.62
7.58;11692.62
7.58;11724.61
7.58;11724.61
7.58;11724.61
7.58;11708.61
7.58;11708.61
7.58;11692.62
7.58;11692.62
7.58;11676.62
7.58;11692.62
7.58;11676.62
7.58;11676.62
7.58;11676.62
7.64;11692.62
7.64;11708.61
7.64;11724.61
7.64;11740.61
7.64;11756.6
7.64;11756.6
7.64;11756.6
7.64;11756.6
7.69;11756.6
7.69;11740.61
7.69;11740.61
7.69;11724.61
7.69;11724.61
7.69;11708.61
7.69;11724.61
7.69;11708.61
7.69;11724.61
7.69;11724.61
7.69;11740.61
7.69;11740.61
7.69;11756.6
7.75;11756.6
7.75;11772.6
7.75;11772.6
7.75;11772.6
7.75;11772.6
7.75;11772.6
7.75;11756.6
7.75;11756.6
7.75;11740.61
7.75;11756.6
7.75;11740.61
7.81;11756.6
7.81;11740.61
7.81;11756.6
7.81;11772.6
7.81;11788.59
7.81;11788.59
7.81;11804.59
7.81;11804.59
7.81;11820.58
7.81;11804.59
7.81;11788.59
7.81;11772.6
7.81;11772.6
7.81;11772.6
7.81;11756.6
7.86;11772.6
7.86;11772.6
7.86;11772.6
7.86;11788.59
7.86;11804.59
7.86;11820.58
7.86;11836.58
7.86;11852.57
7.86;11852.57
7.86;11852.57
7.86;11836.58
7.92;11836.58
7.92;11820.58
7.92;11804.59
7.92;11788.59
7.92;11788.59
7.92;11772.6
7.92;11788.59
7.92;11788.59
7.92;11804.59
7.92;11804.59
7.92;11820.58
7.92;11820.58
7.92;11836.58
7.92;11836.58
7.92;11852.57
7.97;11852.57
7.97;11868.57
7.97;11868.57
7.97;11868.57
7.97;11852.57
7.97;11852.57
7.97;11836.58
7.97;11836.58
7.97;11836.58
7.97;11852.57
7.97;11852.57
8.03;11852.57
8.03;11868.57
8.03;11868.57
8.03;11868.57
8.03;11884.56
8.03;11884.56
8.03;11884.56
8.03;11868.57
8.03;11868.57
8.03;11836.58
8.09;11852.57
8.09;11852.57
8.09;11836.58
8.09;11836.58
8.09;11852.57
8.09;11852.57
8.09;11884.56
8.09;11900.56
8.09;11916.55
8.09;11932.55
8.09;11932.55
8.09;11932.55
8.09;11932.55
8.14;11916.55
8.14;11916.55
8.14;11900.56
8.14;11900.56
8.14;11868.57
8.14;11884.56
8.14;11868.57
8.14;11868.57
8.14;11868.57
8.14;11884.56
8.14;11884.56
8.14;11900.56
8.14;11916.55
8.2;11932.55
8.2;11948.55
8.2;11948.55
8.2;11948.55
8.2;11948.55
8.2;11932.55
8.2;11932.55
8.2;11916.55
8.2;11932.55
8.2;11916.55
8.2;11916.55
8.2;11900.56
8.2;11916.55
8.25;11916.55
8.25;11932.55
8.25;11948.55
8.25;11964.54
8.25;11964.54
8.25;11980.54
8.25;11980.54
8.25;11980.54
8.25;11964.54
8.25;11964.54
8.25;11932.55
8.25;11932.55
8.25;11916.55
8.25;11932.55
8.31;11916.55
8.31;11932.55
8.31;11932.55
8.31;11948.55
8.31;11964.54
8.31;11980.54
8.31;11996.53
8.31;12012.53
8.31;12012.53
8.31;12028.52
8.31;12012.53
8.37;12012.53
8.37;11996.53
8.37;11996.53
8.37;11980.54
8.37;11980.54
8.37;11964.54
8.37;11964.54
8.37;11964.54
8.42;11980.54
8.42;11964.54
8.42;11980.54
8.42;11964.54
8.42;11980.54
8.42;11980.54
8.42;11996.53
8.42;11996.53
8.42;12012.53
8.42;12028.52
8.42;12028.52
8.42;12028.52
8.42;12028.52
8.42;12028.52
8.42;12012.53
8.42;11996.53
8.42;12012.53
8.42;11996.53
8.42;11996.53
8.48;12012.53
8.48;12012.53
8.48;11996.53
8.48;12012.53
8.48;12012.53
8.48;12028.52
8.48;12044.52
8.48;12060.51
8.48;12060.51
8.54;12076.51
8.54;12060.51
8.54;12060.51
8.54;12044.52
8.54;12044.52
8.54;12028.52
8.54;12028.52
8.54;12012.53
8.54;12028.52
8.54;12028.52
8.54;12060.51
8.54;12060.51
8.54;12076.51
8.54;12076.51
8.54;12076.51
8.54;12092.5
8.59;12076.51
8.59;12076.51
8.59;12076.51
8.59;12060.51
8.59;12060.51
8.59;12044.52
8.59;12044.52
8.59;12028.52
8.59;12044.52
8.59;12044.52
8.59;12092.5
8.65;12060.51
8.65;12060.51
8.65;12076.51
8.65;12108.5
8.65;12108.5
8.65;12124.49
8.65;12124.49
8.65;12140.49
8.65;12124.49
8.65;12124.49
8.65;12092.5
8.65;12092.5
8.65;12060.51
8.65;12076.51
8.7;12076.51
8.7;12076.51
8.7;12076.51
8.7;12092.5
8.7;12092.5
8.7;12108.5
8.7;12108.5
8.7;12124.49
8.7;12124.49
8.7;12140.49
8.7;12124.49
8.76;12140.49
8.76;12124.49
8.76;12124.49
8.76;12092.5
8.76;12108.5
8.76;12076.51
8.76;12092.5
8.76;12092.5
8.76;12108.5
8.76;12108.5
8.76;12124.49
8.76;12140.49
8.82;12156.49
8.82;12156.49
8.82;12172.48
8.82;12156.49
8.82;12156.49
8.82;12156.49
8.82;12156.49
8.82;12140.49
8.82;12140.49
8.82;12124.49
8.82;12124.49
8.82;12108.5
8.82;12124.49
8.82;12124.49
8.82;12140.49
8.82;12188.48
8.87;12140.49
8.87;12172.48
8.87;12172.48
8.87;12204.47
8.87;12204.47
8.87;12204.47
8.87;12204.47
8.87;12188.48
8.87;12188.48
8.87;12156.49
8.87;12156.49
8.87;12156.49
8.93;12156.49
8.93;12140.49
8.93;12156.49
8.93;12156.49
8.93;12172.48
8.93;12188.48
8.93;12204.47
8.93;12204.47
8.93;12220.47
8.93;12204.47
8.93;12220.47
8.93;12204.47
8.93;12204.47
8.98;12204.47
8.98;12204.47
8.98;12188.48
8.98;12188.48
8.98;12172.48
8.98;12188.48
8.98;12172.48
8.98;12188.48
8.98;12188.48
9.04;12204.47
9.04;12220.47
9.04;12236.46
9.04;12236.46
9.04;12252.46
9.04;12252.46
9.04;12252.46
9.04;12220.47
9.04;12220.47
9.04;12204.47
9.04;12204.47
9.04;12188.48
9.04;12204.47
9.04;12188.48
9.04;12204.47
9.1;12204.47
9.1;12236.46
9.1;12236.46
9.1;12252.46
9.1;12268.45
9.1;12284.45
9.1;12268.45
9.1;12284.45
9.1;12268.45
9.1;12252.46
9.1;12236.46
9.1;12252.46
9.1;12236.46
9.1;12236.46
9.1;12220.47
9.1;12252.46
9.15;12252.46
9.15;12268.45
9.15;12268.45
9.15;12284.45
9.15;12284.45
9.15;12300.44
9.15;12284.45
9.15;12300.44
9.21;12284.45
9.21;12284.45
9.21;12252.46
9.21;12268.45
9.21;12252.46
9.21;12252.46
9.21;12252.46
9.21;12268.45
9.21;12268.45
9.21;12316.44
9.27;12300.44
9.27;12300.44
9.27;12316.44
9.27;12316.44
9.27;12316.44
9.27;12316.44
9.27;12300.44
9.27;12300.44
9.27;12284.45
9.27;12284.45
9.27;12268.45
9.27;12268.45
9.27;12252.46
9.27;12268.45
9.27;12268.45
9.27;12284.45
9.32;12300.44
9.32;12316.44
9.32;12332.43
9.32;12348.43
9.32;12348.43
9.32;12364.43
9.32;12348.43
9.32;12348.43
9.32;12332.43
9.32;12300.44
9.32;12316.44
9.32;12300.44
9.38;12332.43
9.38;12316.44
9.38;12316.44
9.38;12316.44
9.38;12316.44
9.38;12332.43
9.38;12332.43
9.38;12364.43
9.38;12364.43
9.38;12380.42
9.38;12364.43
9.43;12364.43
9.43;12348.43
9.43;12348.43
9.43;12316.44
9.43;12332.43
9.43;12316.44
9.43;12332.43
9.43;12316.44
9.43;12332.43
9.43;12332.43
9.43;12364.43
9.43;12364.43
9.43;12396.42
9.43;12396.42
9.43;12412.41
9.43;12396.42
9.49;12396.42
9.49;12380.42
9.49;12380.42
9.49;12364.43
9.49;12364.43
9.49;12332.43
9.49;12348.43
9.49;12332.43
9.49;12348.43
9.49;12348.43
9.49;12380.42
9.49;12380.42
9.55;12396.42
9.55;12412.41
9.55;12428.41
9.55;12412.41
9.55;12428.41
9.55;12396.42
9.55;12396.42
9.55;12380.42
9.55;12396.42
9.6;12380.42
9.6;12396.42
9.6;12380.42
9.6;12412.41
9.6;12412.41
9.6;12428.41
9.6;12428.41
9.6;12444.4
9.6;12444.4
9.6;12444.4
9.6;12428.41
9.6;12428.41
9.6;12412.41
9.6;12412.41
9.6;12380.42
9.6;12396.42
9.66;12380.42
9.66;12396.42
9.66;12396.42
9.66;12412.41
9.66;12428.41
9.66;12444.4
9.66;12460.4
9.66;12476.39
9.66;12476.39
9.66;12476.39
9.66;12460.4
9.66;12460.4
9.71;12444.4
9.71;12444.4
9.71;12412.41
9.71;12412.41
9.71;12396.42
9.71;12412.41
9.71;12396.42
9.71;12428.41
9.71;12428.41
9.71;12460.4
9.71;12460.4
9.71;12476.39
9.71;12476.39
9.71;12492.39
9.71;12492.39
9.77;12492.39
9.77;12476.39
9.77;12476.39
9.77;12460.4
9.77;12460.4
9.77;12444.4
9.77;12460.4
9.77;12444.4
9.77;12460.4
9.77;12460.4
9.77;12492.39
9.77;12492.39
9.77;12508.38
9.83;12508.38
9.83;12524.38
9.83;12508.38
9.83;12508.38
9.83;12492.39
9.83;12492.39
9.83;12460.4
9.83;12460.4
9.83;12444.4
9.88;12460.4
9.88;12444.4
9.88;12476.39
9.88;12476.39
9.88;12508.38
9.88;12508.38
9.88;12540.37
9.88;12540.37
9.88;12540.37
9.88;12524.38
9.88;12540.37
9.88;12524.38
9.88;12524.38
9.88;12508.38
9.88;12508.38
9.88;12508.38
9.94;12524.38
9.94;12508.38
9.94;12524.38
9.94;12508.38
9.94;12524.38
9.94;12524.38
9.94;12540.37
9.94;12540.37
9.94;12556.37
9.94;12540.37
9.94;12556.37
10;12540.37
10;12540.37
10;12524.38
10;12524.38
10;12508.38
10;12524.38
10;12508.38
10;12524.38
10;12524.38
10;12540.37
10;12540.37
10;12556.37
10;12572.36
10;12588.36
10;12572.36
10;12588.36
10;12556.37
10.05;12572.36
10.05;12572.36
10.05;12540.37
10.05;12524.38
10.05;12540.37
10.05;12524.38
10.05;12540.37
10.05;12540.37
10.05;12556.37
10.05;12556.37
10.11;12588.36
10.11;12588.36
10.11;12604.36
10.11;12620.35
10.11;12636.35
10.11;12620.35
10.11;12620.35
10.11;12588.36
10.11;12588.36
10.11;12572.36
10.11;12572.36
10.11;12556.37
10.11;12540.37
10.16;12556.37
10.16;12556.37
10.16;12556.37
10.16;12572.36
10.16;12588.36
10.16;12604.36
10.16;12604.36
10.16;12620.35
10.16;12636.35
10.16;12620.35
10.16;12636.35
10.22;12620.35
10.22;12604.36
10.22;12604.36
10.22;12588.36
10.22;12604.36
10.22;12588.36
10.22;12604.36
10.22;12588.36
10.22;12604.36
10.22;12604.36
10.22;12636.35
10.22;12636.35
10.22;12652.34
10.28;12652.34
10.28;12668.34
10.28;12652.34
10.28;12652.34
10.28;12636.35
10.28;12636.35
10.28;12620.35
10.28;12620.35
10.28;12604.36
10.28;12604.36
10.28;12588.36
10.28;12604.36
10.28;12588.36
10.28;12604.36
10.28;12620.35
10.33;12636.35
10.33;12652.34
10.33;12668.34
10.33;12668.34
10.33;12684.33
10.33;12684.33
10.33;12684.33
10.33;12652.34
10.33;12652.34
10.33;12636.35
10.33;12636.35
10.33;12620.35
10.33;12636.35
10.33;12652.34
10.39;12636.35
10.39;12652.34
10.39;12668.34
10.39;12668.34
10.39;12684.33
10.39;12684.33
10.39;12700.33
10.39;12700.33
10.39;12700.33
10.39;12684.33
10.39;12700.33
10.39;12668.34
10.39;12684.33
10.44;12652.34
10.44;12668.34
10.44;12652.34
10.44;12668.34
10.44;12668.34
10.44;12684.33
10.44;12700.33
10.44;12716.32
10.44;12716.32
10.44;12732.32
10.5;12716.32
10.5;12732.32
10.5;12716.32
10.5;12716.32
10.5;12700.33
10.5;12700.33
10.5;12668.34
10.5;12668.34
10.5;12652.34
10.5;12668.34
10.5;12668.34
10.5;12684.33
10.5;12732.32
10.5;12748.31
10.56;12700.33
10.56;12716.32
10.56;12748.31
10.56;12764.31
10.56;12748.31
10.56;12748.31
10.56;12716.32
10.56;12732.32
10.56;12700.33
10.56;12716.32
10.56;12716.32
10.56;12716.32
10.61;12700.33
10.61;12700.33
10.61;12716.32
10.61;12732.32
10.61;12732.32
10.61;12748.31
10.61;12748.31
10.61;12764.31
10.61;12748.31
10.61;12764.31
10.61;12748.31
10.61;12764.31
10.61;12732.32
10.61;12748.31
10.61;12716.32
10.61;12732.32
10.61;12716.32
10.61;12732.32
10.67;12716.32
10.67;12748.31
10.67;12748.31
10.67;12764.31
10.67;12764.31
10.67;12780.3
10.73;12780.3
10.73;12796.3
10.73;12796.3
10.73;12812.3
10.73;12812.3
10.73;12812.3
10.73;12796.3
10.73;12796.3
10.73;12780.3
10.73;12780.3
10.73;12764.31
10.73;12764.31
10.73;12732.32
10.73;12748.31
10.73;12716.32
10.73;12748.31
10.78;12732.32
10.78;12764.31
10.78;12780.3
10.78;12796.3
10.78;12812.3
10.78;12828.29
10.78;12828.29
10.78;12844.29
10.78;12828.29
10.78;12828.29
10.84;12796.3
10.84;12796.3
10.84;12780.3
10.84;12780.3
10.84;12764.31
10.84;12780.3
10.84;12764.31
10.84;12780.3
10.84;12780.3
10.84;12796.3
10.89;12812.3
10.89;12828.29
10.89;12828.29
10.89;12860.28
10.89;12844.29
10.89;12860.28
10.89;12844.29
10.89;12844.29
10.89;12828.29
10.89;12828.29
10.89;12812.3
10.89;12812.3
10.89;12796.3
10.89;12812.3
10.89;12796.3
10.89;12828.29
10.95;12828.29
10.95;12844.29
10.95;12844.29
10.95;12860.28
10.95;12860.28
10.95;12876.28
10.95;12860.28
10.95;12860.28
10.95;12844.29
10.95;12828.29
10.95;12844.29
11.01;12844.29
11.01;12828.29
11.01;12844.29
11.01;12828.29
11.01;12844.29
11.01;12844.29
11.01;12860.28
11.01;12860.28
11.01;12876.28
11.01;12876.28
11.01;12892.27
11.01;12892.27
11.01;12908.27
11.01;12892.27
11.01;12892.27
11.01;12892.27
11.06;12876.28
11.06;12860.28
11.06;12876.28
11.06;12860.28
11.06;12876.28
11.06;12860.28
11.06;12876.28
11.06;12876.28
11.06;12892.27
11.06;12892.27
11.06;12908.27
11.06;12908.27
11.06;12924.26
11.12;12908.27
11.12;12908.27
11.12;12876.28
11.12;12892.27
11.12;12860.28
11.12;12876.28
11.12;12844.29
11.12;12860.28
11.12;12860.28
11.12;12876.28
11.17;12876.28
11.17;12908.27
11.17;12908.27
11.17;12924.26
11.17;12924.26
11.17;12940.26
11.17;12924.26
11.17;12940.26
11.17;12908.27
11.17;12924.26
11.17;12908.27
11.17;12908.27
11.17;12892.27
11.17;12908.27
11.23;12892.27
11.23;12924.26
11.23;12908.27
11.23;12940.26
11.23;12940.26
11.23;12956.25
11.23;12940.26
11.23;12956.25
11.23;12940.26
11.23;12956.25
11.23;12940.26
11.23;12940.26
11.29;12924.26
11.29;12924.26
11.29;12908.27
11.29;12908.27
11.29;12892.27
11.29;12908.27
11.29;12908.27
11.29;12940.26
11.29;12940.26
11.29;12972.25
11.29;12972.25
11.29;12988.24
11.34;12972.25
11.34;12988.24
11.34;12972.25
11.34;12972.25
11.34;12940.26
11.34;12956.25
11.34;12940.26
11.34;12956.25
11.34;12940.26
11.34;12956.25
11.34;12956.25
11.34;12972.25
11.34;12972.25
11.34;12988.24
11.34;12988.24
11.34;13004.24
11.4;12988.24
11.4;13004.24
11.4;12972.25
11.4;12988.24
11.4;12956.25
11.4;12972.25
11.4;12956.25
11.4;12972.25
11.4;12972.25
11.46;12956.25
11.46;12972.25
11.46;12956.25
11.46;12972.25
11.46;12988.24
11.46;12988.24
11.46;13020.24
11.46;13004.24
11.46;13020.24
11.46;13004.24
11.46;13020.24
11.46;12988.24
11.46;13004.24
11.46;12972.25
11.51;12972.25
11.51;12956.25
11.51;12972.25
11.51;12956.25
11.51;12988.24
11.51;12988.24
11.51;13020.24
11.51;13020.24
11.51;13052.23
11.51;13052.23
11.51;13068.22
11.51;13052.23
11.57;13052.23
11.57;13036.23
11.57;13036.23
11.57;13020.24
11.57;13020.24
11.57;13004.24
11.57;13020.24
11.57;12988.24
11.57;13004.24
11.57;12988.24
11.57;12988.24
11.62;12988.24
11.62;13004.24
11.62;13020.24
11.62;13036.23
11.62;13036.23
11.62;13052.23
11.62;13052.23
11.62;13068.22
11.62;13052.23
11.62;13052.23
11.62;13052.23
11.62;13052.23
11.62;13036.23
11.62;13052.23
11.68;13068.22
11.68;13036.23
11.68;13036.23
11.68;13036.23
11.68;13036.23
11.68;13052.23
11.68;13036.23
11.68;13052.23
11.68;13052.23
11.68;13068.22
11.74;13084.22
11.74;13100.21
11.74;13084.22
11.74;13100.21
11.74;13084.22
11.74;13084.22
11.74;13068.22
11.74;13068.22
11.74;13052.23
11.74;13068.22
11.74;13068.22
11.74;13084.22
11.79;13052.23
11.79;13052.23
11.79;13084.22
11.79;13100.21
11.79;13100.21
11.79;13116.21
11.79;13116.21
11.79;13116.21
11.79;13100.21
11.79;13100.21
11.79;13084.22
11.79;13068.22
11.79;13068.22
11.85;13084.22
11.85;13052.23
11.85;13052.23
11.85;13052.23
11.85;13084.22
11.85;13084.22
11.85;13100.21
11.85;13100.21
11.85;13132.2
11.85;13116.21
11.85;13148.2
11.85;13132.2
11.85;13148.2
11.85;13132.2
11.9;13116.21
11.9;13100.21
11.9;13100.21
11.9;13084.22
11.9;13100.21
11.9;13068.22
11.9;13084.22
11.9;13084.22
11.9;13100.21
11.9;13100.21
11.9;13116.21
11.96;13116.21
11.96;13132.2
11.96;13132.2
11.96;13148.2
11.96;13148.2
11.96;13148.2
11.96;13148.2
11.96;13148.2
11.96;13132.2
11.96;13132.2
11.96;13116.21
11.96;13132.2
11.96;13116.21
11.96;13132.2
11.96;13116.21
12.02;13148.2
12.02;13132.2
12.02;13148.2
12.02;13148.2
12.02;13164.19
12.02;13164.19
12.02;13180.19
12.02;13180.19
12.02;13180.19
12.02;13164.19
12.02;13164.19
12.07;13148.2
12.07;13148.2
12.07;13116.21
12.07;13132.2
12.07;13116.21
12.07;13132.2
12.07;13132.2
12.07;13164.19
12.07;13164.19
12.07;13180.19
12.07;13180.19
12.07;13212.18
12.13;13196.18
12.13;13212.18
12.13;13180.19
12.13;13180.19
12.13;13164.19
12.13;13164.19
12.13;13148.2
12.13;13148.2
12.13;13148.2
12.13;13164.19
12.13;13148.2
12.13;13180.19
12.13;13180.19
12.13;13196.18
12.13;13196.18
12.13;13212.18
12.19;13212.18
12.19;13228.18
12.19;13212.18
12.19;13228.18
12.19;13228.18
12.19;13228.18
12.19;13212.18
12.19;13212.18
12.19;13196.18
12.19;13164.19
12.24;13196.18
12.24;13180.19
12.24;13148.2
12.24;13180.19
12.24;13164.19
12.24;13196.18
12.24;13196.18
12.24;13228.18
12.24;13228.18
12.24;13244.17
12.24;13244.17
12.24;13260.17
12.24;13244.17
12.3;13228.18
12.3;13212.18
12.3;13212.18
12.3;13196.18
12.3;13196.18
12.3;13180.19
12.3;13212.18
12.3;13196.18
12.3;13228.18
12.3;13260.17
12.3;13276.16
12.35;13228.18
12.35;13260.17
12.35;13276.16
12.35;13260.17
12.35;13244.17
12.35;13260.17
12.35;13228.18
12.35;13244.17
12.35;13228.18
12.35;13228.18
12.35;13212.18
12.35;13228.18
12.35;13212.18
12.35;13228.18
12.35;13228.18
12.35;13244.17
12.35;13244.17
12.35;13260.17
12.35;13276.16
12.41;13260.17
12.41;13276.16
12.41;13292.16
12.41;13276.16
12.41;13276.16
12.41;13260.17
12.41;13260.17
12.41;13244.17
12.41;13244.17
12.41;13228.18
12.41;13244.17
12.47;13228.18
12.47;13244.17
12.47;13244.17
12.47;13276.16
12.47;13276.16
12.47;13292.16
12.47;13292.16
12.47;13324.15
12.47;13308.15
12.52;13308.15
12.52;13308.15
12.52;13292.16
12.52;13276.16
12.52;13292.16
12.52;13260.17
12.52;13276.16
12.52;13244.17
12.52;13260.17
12.52;13260.17
12.52;13276.16
12.52;13276.16
12.52;13308.15
12.52;13324.15
12.52;13340.14
12.58;13340.14
12.58;13356.14
12.58;13340.14
12.58;13340.14
12.58;13308.15
12.58;13308.15
12.58;13276.16
12.58;13292.16
12.58;13260.17
12.58;13276.16
12.58;13260.17
12.58;13276.16
12.58;13276.16
12.58;13292.16
12.63;13292.16
12.63;13324.15
12.63;13324.15
12.63;13340.14
12.63;13340.14
12.63;13356.14
12.63;13340.14
12.63;13356.14
12.63;13340.14
12.63;13340.14
12.63;13308.15
12.69;13324.15
12.69;13292.16
12.69;13308.15
12.69;13292.16
12.69;13308.15
12.69;13308.15
12.69;13340.14
12.69;13340.14
12.69;13356.14
12.69;13356.14
12.69;13372.13
12.69;13356.14
12.69;13356.14
12.69;13340.14
12.69;13340.14
12.69;13324.15
12.75;13324.15
12.75;13308.15
12.75;13308.15
12.75;13308.15
12.75;13324.15
12.75;13340.14
12.75;13356.14
12.75;13388.13
12.8;13372.13
12.8;13388.13
12.8;13404.12
12.8;13388.13
12.8;13388.13
12.8;13356.14
12.8;13356.14
12.8;13340.14
12.8;13340.14
12.8;13324.15
12.8;13340.14
12.86;13324.15
12.86;13356.14
12.86;13356.14
12.86;13388.13
12.86;13388.13
12.86;13404.12
12.86;13404.12
12.86;13420.12
12.86;13404.12
12.86;13404.12
12.86;13372.13
12.86;13388.13
12.86;13356.14
12.86;13372.13
12.86;13356.14
12.86;13372.13
12.92;13356.14
12.92;13372.13
12.92;13372.13
12.92;13404.12
12.92;13404.12
12.92;13420.12
12.92;13420.12
12.92;13436.12
12.92;13420.12
12.92;13436.12
12.92;13404.12
12.92;13420.12
12.92;13388.13
12.92;13388.13
12.97;13356.14
12.97;13372.13
12.97;13356.14
12.97;13372.13
12.97;13372.13
12.97;13388.13
12.97;13388.13
12.97;13420.12
12.97;13420.12
12.97;13452.11
13.03;13452.11
13.03;13468.11
13.03;13452.11
13.03;13468.11
13.03;13436.12
13.03;13436.12
13.03;13420.12
13.03;13420.12
13.03;13388.13
13.03;13404.12
13.03;13372.13
13.03;13404.12
13.03;13404.12
13.03;13436.12
13.08;13388.13
13.08;13404.12
13.08;13436.12
13.08;13452.11
13.08;13452.11
13.08;13468.11
13.08;13452.11
13.08;13468.11
13.08;13436.12
13.08;13452.11
13.08;13420.12
13.08;13436.12
13.08;13404.12
13.08;13420.12
13.08;13420.12
13.08;13436.12
13.14;13436.12
13.14;13468.11
13.14;13468.11
13.14;13484.1
13.14;13484.1
13.14;13500.1
13.14;13484.1
13.14;13500.1
13.14;13468.11
13.14;13436.12
13.2;13468.11
13.2;13436.12
13.2;13420.12
13.2;13420.12
13.2;13420.12
13.2;13436.12
13.2;13452.11
13.2;13484.1
13.2;13484.1
13.2;13500.1
13.2;13516.09
13.25;13500.1
13.25;13500.1
13.25;13500.1
13.25;13484.1
13.25;13500.1
13.25;13468.11
13.25;13484.1
13.25;13452.11
13.25;13468.11
13.25;13468.11
13.25;13484.1
13.25;13468.11
13.25;13500.1
13.25;13484.1
13.25;13500.1
13.31;13500.1
13.31;13516.09
13.31;13516.09
13.31;13532.09
13.31;13516.09
13.31;13532.09
13.31;13516.09
13.31;13532.09
13.31;13500.1
13.31;13516.09
13.31;13484.1
13.31;13500.1
13.31;13484.1
13.31;13500.1
13.36;13468.11
13.36;13468.11
13.36;13500.1
13.36;13516.09
13.36;13516.09
13.36;13532.09
13.36;13532.09
13.36;13548.08
13.36;13532.09
13.36;13532.09
13.42;13516.09
13.42;13532.09
13.42;13500.1
13.42;13500.1
13.42;13484.1
13.42;13500.1
13.42;13484.1
13.42;13516.09
13.42;13516.09
13.42;13532.09
13.42;13548.08
13.42;13564.08
13.42;13564.08
13.42;13580.07
13.48;13564.08
13.48;13580.07
13.48;13548.08
13.48;13548.08
13.48;13516.09
13.48;13532.09
13.48;13500.1
13.48;13516.09
13.48;13500.1
13.48;13532.09
13.48;13532.09
13.48;13548.08
13.48;13564.08
13.53;13548.08
13.53;13564.08
13.53;13580.07
13.53;13580.07
13.53;13580.07
13.53;13564.08
13.53;13580.07
13.53;13548.08
13.53;13564.08
13.53;13532.09
13.53;13548.08
13.53;13532.09
13.59;13548.08
13.59;13548.08
13.59;13564.08
13.59;13564.08
13.59;13580.07
13.59;13580.07
13.59;13596.07
13.59;13596.07
13.59;13596.07
13.59;13596.07
13.59;13596.07
13.59;13596.07
13.59;13596.07
13.59;13596.07
13.59;13596.07
13.59;13596.07
13.65;13612.06
13.65;13596.07
13.65;13596.07
13.65;13596.07
13.65;13596.07
13.65;13596.07
13.65;13596.07
13.65;13580.07
13.65;13580.07
13.65;13564.08
13.7;13564.08
13.7;13564.08
13.7;13596.07
13.7;13596.07
13.7;13596.07
13.7;13596.07
13.7;13612.06
13.7;13612.06
13.7;13628.06
13.7;13612.06
13.7;13612.06
13.7;13612.06
13.7;13596.07
13.7;13596.07
13.7;13596.07
13.7;13596.07
13.76;13612.06
13.76;13596.07
13.76;13596.07
13.76;13596.07
13.76;13612.06
13.76;13612.06
13.76;13644.06
13.81;13644.06
13.81;13660.05
13.81;13644.06
13.81;13660.05
13.81;13644.06
13.81;13644.06
13.81;13644.06
13.81;13644.06
13.81;13612.06
13.81;13612.06
13.81;13596.07
13.81;13596.07
13.81;13596.07
13.81;13596.07
13.81;13612.06
13.87;13596.07
13.87;13612.06
13.87;13644.06
13.87;13644.06
13.87;13660.05
13.87;13660.05
13.87;13676.05
13.87;13660.05
13.87;13676.05
13.87;13660.05
13.87;13644.06
13.87;13628.06
13.93;13660.05
13.93;13644.06
13.93;13628.06
13.93;13612.06
13.93;13612.06
13.93;13612.06
13.93;13628.06
13.93;13644.06
13.93;13660.05
13.93;13676.05
13.93;13692.04
