Déplacement (mm);Force (N)
41.78;16123.34
41.78;16123.34
41.78;16123.34
41.78;16123.34
41.78;16123.34
41.78;16107.34
41.78;16107.34
41.78;16107.34
41.78;16107.34
41.78;16107.34
41.83;16107.34
41.83;16107.34
41.83;16107.34
41.83;16123.34
41.83;16107.34
41.83;16123.34
41.83;16123.34
41.83;16123.34
41.83;16107.34
41.83;16123.34
41.83;16107.34
41.83;16123.34
41.83;16107.34
41.89;16123.34
41.89;16123.34
41.89;16107.34
41.89;16107.34
41.89;16107.34
41.89;16091.35
41.89;16091.35
41.89;16091.35
41.89;16091.35
41.89;16091.35
41.89;16091.35
41.89;16091.35
41.89;16091.35
41.89;16091.35
41.95;16091.35
41.95;16091.35
41.95;16091.35
41.95;16091.35
41.95;16107.34
41.95;16107.34
41.95;16107.34
41.95;16107.34
42;16107.34
42;16107.34
42;16107.34
42;16107.34
42;16107.34
42;16107.34
42;16107.34
42;16107.34
42;16107.34
42;16107.34
42;16091.35
42;16091.35
42;16091.35
42;16091.35
42;16091.35
42;16075.35
42;16075.35
42.06;16075.35
42.06;16075.35
42.06;16075.35
42.06;16075.35
42.06;16075.35
42.06;16075.35
42.06;16075.35
42.06;16091.35
42.06;16091.35
42.06;16091.35
42.11;16091.35
42.11;16091.35
42.11;16091.35
42.11;16091.35
42.11;16091.35
42.11;16091.35
42.11;16091.35
42.11;16091.35
42.11;16091.35
42.11;16075.35
42.17;16075.35
42.17;16075.35
42.17;16075.35
42.17;16075.35
42.17;16075.35
42.17;16075.35
42.17;16075.35
42.17;16075.35
42.17;16075.35
42.17;16059.36
42.17;16059.36
42.17;16075.35
42.17;16075.35
42.17;16075.35
42.17;16075.35
42.17;16075.35
42.23;16075.35
42.23;16075.35
42.23;16059.36
42.23;16059.36
42.23;16059.36
42.23;16059.36
42.23;16059.36
42.23;16059.36
42.23;16059.36
42.23;16043.36
42.28;16043.36
42.28;16043.36
42.28;16043.36
42.28;16043.36
42.28;16043.36
42.28;16043.36
42.28;16043.36
42.28;16043.36
42.28;16043.36
42.28;16043.36
42.34;16059.36
42.34;16059.36
42.34;16059.36
42.34;16059.36
42.34;16059.36
42.34;16059.36
42.34;16059.36
42.34;16059.36
42.34;16043.36
42.34;16043.36
42.34;16043.36
42.34;16027.37
42.34;16027.37
42.34;16027.37
42.34;16027.37
42.4;16011.37
42.4;16027.37
42.4;16011.37
42.4;16027.37
42.4;16011.37
42.4;16027.37
42.4;16027.37
42.4;16027.37
42.4;16027.37
42.4;16027.37
42.4;16027.37
42.4;16043.36
42.45;16027.37
42.45;16043.36
42.45;16027.37
42.45;16027.37
42.45;16027.37
42.45;16011.37
42.45;15995.38
42.45;15995.38
42.45;15995.38
42.45;15995.38
42.45;15995.38
42.45;15995.38
42.45;15995.38
42.45;16011.37
42.45;16011.37
42.51;16011.37
42.51;16011.37
42.51;16027.37
42.51;16011.37
42.51;16011.37
42.51;16011.37
42.51;16011.37
42.56;16011.37
42.56;16011.37
42.56;15995.38
42.56;15995.38
42.56;15979.38
42.56;15979.38
42.56;15963.38
42.56;15979.38
42.56;15979.38
42.56;15979.38
42.56;15979.38
42.56;15979.38
42.56;15979.38
42.56;15979.38
42.62;15979.38
42.62;15979.38
42.62;15979.38
42.62;15979.38
42.62;15963.38
42.62;15963.38
42.62;15963.38
42.62;15963.38
42.62;15963.38
42.62;15963.38
42.62;15963.38
42.62;15963.38
42.62;15963.38
42.68;15963.38
42.68;15963.38
42.68;15963.38
42.68;15963.38
42.68;15963.38
42.68;15947.39
42.68;15947.39
42.68;15931.39
42.68;15931.39
42.68;15915.4
42.68;15915.4
42.68;15899.4
42.68;15899.4
42.68;15899.4
42.68;15899.4
42.73;15899.4
42.73;15915.4
42.73;15915.4
42.73;15931.39
42.73;15915.4
42.73;15931.39
42.73;15931.39
42.73;15931.39
42.73;15931.39
42.79;15931.39
42.79;15931.39
42.79;15931.39
42.79;15931.39
42.79;15931.39
42.79;15915.4
42.79;15915.4
42.79;15899.4
42.79;15899.4
42.79;15883.41
42.79;15883.41
42.79;15867.41
42.79;15867.41
42.84;15851.42
42.84;15867.41
42.84;15851.42
42.84;15867.41
42.84;15867.41
42.84;15867.41
42.84;15883.41
42.84;15883.41
42.84;15883.41
42.84;15883.41
42.84;15867.41
42.9;15883.41
42.9;15883.41
42.9;15867.41
42.9;15867.41
42.9;15867.41
42.9;15851.42
42.9;15851.42
42.9;15835.42
42.9;15835.42
42.9;15835.42
42.9;15835.42
42.9;15819.43
42.9;15819.43
42.9;15803.43
42.9;15803.43
42.9;15803.43
42.96;15819.43
42.96;15803.43
42.96;15819.43
42.96;15819.43
42.96;15819.43
42.96;15819.43
42.96;15819.43
42.96;15819.43
42.96;15819.43
42.96;15819.43
42.96;15803.43
43.01;15803.43
43.01;15803.43
43.01;15787.44
43.01;15787.44
43.01;15771.44
43.01;15771.44
43.01;15755.44
43.01;15755.44
43.01;15739.45
43.01;15739.45
43.01;15739.45
43.07;15723.45
43.07;15739.45
43.07;15739.45
43.07;15739.45
43.07;15755.44
43.07;15739.45
43.07;15739.45
43.07;15739.45
43.07;15739.45
43.13;15723.45
43.13;15723.45
43.13;15707.46
43.13;15723.45
43.13;15707.46
43.13;15707.46
43.13;15707.46
43.13;15707.46
43.13;15691.46
43.13;15707.46
43.13;15691.46
43.13;15691.46
43.13;15675.47
43.13;15675.47
43.13;15659.47
43.13;15659.47
43.13;15643.48
43.13;15643.48
43.18;15643.48
43.18;15627.48
43.18;15627.48
43.18;15627.48
43.18;15627.48
43.18;15627.48
43.18;15627.48
43.18;15643.48
43.18;15627.48
43.18;15643.48
43.24;15627.48
43.24;15627.48
43.24;15611.49
43.24;15611.49
43.24;15579.5
43.24;15579.5
43.24;15547.5
43.24;15547.5
43.24;15531.51
43.24;15531.51
43.24;15515.51
43.24;15531.51
43.24;15531.51
43.24;15531.51
43.24;15531.51
43.24;15547.5
43.29;15547.5
43.29;15547.5
43.29;15531.51
43.29;15531.51
43.29;15515.51
43.29;15499.52
43.29;15483.52
43.29;15483.52
43.29;15467.53
43.29;15467.53
43.35;15451.53
43.35;15451.53
43.35;15435.54
43.35;15435.54
43.35;15419.54
43.35;15419.54
43.35;15403.55
43.35;15403.55
43.35;15371.56
43.35;15371.56
43.35;15355.56
43.35;15355.56
43.35;15339.56
43.35;15339.56
43.41;15339.56
43.41;15339.56
43.41;15323.57
43.41;15339.56
43.41;15323.57
43.41;15339.56
43.41;15323.57
43.41;15323.57
43.41;15291.58
43.46;15307.57
43.46;15275.58
43.46;15275.58
43.46;15243.59
43.46;15243.59
43.46;15227.6
43.46;15211.6
43.46;15179.61
43.46;15179.61
43.46;15147.62
43.46;15163.62
43.46;15147.62
43.46;15147.62
43.52;15131.63
43.52;15131.63
43.52;15115.63
43.52;15115.63
43.52;15099.63
43.52;15083.64
43.52;15067.64
43.52;15067.64
43.52;15035.65
43.52;15035.65
43.52;15003.66
43.52;15003.66
43.52;14971.67
43.52;14971.67
43.52;14939.68
43.52;14907.69
43.57;14939.68
43.57;14907.69
43.57;14875.7
43.57;14859.7
43.57;14843.71
43.57;14827.71
43.57;14811.72
43.57;14811.72
43.57;14779.73
43.57;14779.73
43.57;14763.73
43.57;14763.73
43.57;14731.74
43.57;14731.74
43.63;14699.75
43.63;14683.75
43.63;14635.77
43.63;14619.77
43.69;14571.79
43.69;14555.79
43.69;14507.81
43.69;14491.81
43.69;14459.82
43.69;14443.82
43.69;14411.83
43.69;14411.83
43.69;14379.84
43.69;14379.84
43.74;14347.85
43.74;14331.86
43.74;14299.87
43.74;14267.87
43.74;14219.89
43.74;14187.9
43.74;14139.91
43.74;14107.92
43.74;14059.93
43.74;14027.94
43.74;13995.95
43.74;13979.96
43.74;13931.97
43.74;13915.98
43.74;13867.99
43.74;13867.99
43.74;13820
43.74;13804.01
43.8;13756.02
43.8;13724.03
43.8;13660.05
43.8;13596.07
43.8;13500.1
43.8;13436.12
43.8;13340.14
43.8;13276.16
43.85;13196.18
43.85;13132.2
43.85;13052.23
43.85;12988.24
43.85;12892.27
43.85;12812.3
43.85;12684.33
43.85;12572.36
43.85;12364.43
44.3;16
44.36;239.93
44.36;31.99
44.36;16
44.36;16
44.36;16
44.42;31.99
44.42;16
44.42;31.99
44.42;16
44.47;16
44.47;16
44.47;31.99
44.47;16
44.47;31.99
44.47;16
44.53;16
44.53;16
44.53;16
44.53;16
44.53;16
44.53;16
44.58;16
44.58;0
44.58;16
44.58;16
44.58;16
44.58;0
44.58;16
44.64;0
44.64;16
44.64;16
44.64;16
44.64;16
44.64;16
44.64;16
44.64;16
44.64;16
44.7;16
44.7;16
44.7;16
44.7;16
44.7;16
44.7;0
44.7;16
44.7;16
44.75;0
44.75;16
44.75;16
44.75;0
44.75;16
44.75;0
44.75;16
44.75;0
44.75;16
44.81;0
44.81;16
44.81;0
44.81;16
44.81;16
44.87;16
44.87;16
44.87;16
44.87;0
44.87;16
44.87;16
44.87;16
44.87;0
44.87;16
44.87;16
44.87;16
44.87;0
44.87;16
44.87;0
44.87;16
44.87;0
44.87;16
44.87;16
44.92;16
44.92;16
44.92;16
44.92;16
44.92;16
44.92;16
44.92;16
44.92;16
44.98;16
44.98;16
44.98;0
44.98;16
44.98;16
44.98;16
44.98;16
44.98;16
44.98;16
44.98;16
44.98;16
44.98;16
44.98;16
44.98;16
44.98;16
44.98;16
44.98;16
44.98;0
44.98;16
44.98;0
44.98;16
44.98;16
44.98;16
44.98;0
44.98;16
44.98;0
44.98;16
44.98;16
45.03;16
45.03;16
45.03;16
45.03;16
45.03;16
45.03;0
45.03;16
45.03;16
45.03;16
45.03;0
45.03;16
45.03;16
45.03;16
45.03;16
45.03;16
45.03;16
45.03;16
45.03;16
45.03;16
45.03;16
45.03;16
45.03;16
45.03;16
45.03;0
45.03;16
45.03;16
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;16
45.03;16
45.03;16
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;16
45.03;16
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;16
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;16
45.03;16
45.03;16
45.03;16
45.03;0
45.03;16
45.03;16
45.03;16
45.03;16
45.03;16
45.03;0
45.03;16
45.03;16
45.03;16
45.03;0
45.03;16
45.03;16
45.03;16
45.03;0
45.03;16
45.03;16
45.03;16
45.03;16
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;16
45.03;16
45.03;16
45.03;16
45.03;16
45.03;16
45.03;16
45.03;16
45.03;0
45.03;16
45.03;16
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;16
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;16
45.03;0
45.03;16
45.03;16
45.03;16
45.03;16
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;16
45.03;16
45.03;16
45.03;16
45.03;16
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;16
45.03;16
45.03;16
45.03;16
45.03;16
45.03;16
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;16
45.03;16
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;16
45.03;0
45.03;16
45.03;16
45.03;16
45.03;16
45.03;0
45.03;16
45.03;16
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;16
45.03;16
45.03;16
45.03;16
45.03;16
45.03;0
45.03;31.99
45.03;0
45.03;16
45.03;16
45.03;31.99
45.03;0
45.03;16
45.03;0
45.03;16
45.03;16
45.03;16
45.03;0
45.03;16
45.03;16
45.03;16
45.03;16
45.03;16
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;31.99
45.03;0
45.03;16
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;16
45.03;16
45.03;0
45.03;16
45.03;16
45.03;0
45.03;31.99
45.03;0
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;31.99
45.03;0
45.03;16
45.03;0
45.03;16
45.03;16
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;16
45.03;31.99
45.03;0
45.03;16
45.03;0
45.03;16
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;16
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;16
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;0
45.03;31.99
45.03;0
45.03;16
45.03;16
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;16
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;0
45.03;31.99
45.03;0
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;16
45.03;16
45.03;16
45.03;31.99
45.03;0
45.03;16
45.03;16
45.03;16
45.03;0
45.03;16
45.03;0
45.03;31.99
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;16
45.03;16
45.03;0
45.03;31.99
45.03;16
45.03;0
45.03;16
45.03;0
45.03;31.99
45.03;0
45.03;31.99
45.03;16
45.03;31.99
45.03;16
45.03;16
45.03;0
45.03;31.99
45.03;16
45.03;31.99
45.03;0
45.03;16
45.03;31.99
45.03;31.99
45.03;16
45.03;31.99
45.03;0
45.03;16
45.03;0
45.03;16
45.03;0
45.03;16
45.03;0
45.03;31.99
45.03;0
45.03;16
45.03;16
45.03;31.99
45.03;16
45.03;31.99
45.03;0
45.03;16
45.03;0
45.03;31.99
45.03;0
45.03;31.99
45.03;0
45.03;16
45.03;0
45.03;31.99
45.03;16
45.03;31.99
45.03;16
45.03;31.99
45.03;16
45.03;31.99
45.03;16
45.03;16
45.03;0
45.03;31.99
45.03;0
45.03;31.99
45.03;0
45.03;16
45.03;16
45.03;31.99
45.03;16
45.03;31.99
45.03;16
45.03;31.99
45.03;16
45.03;16
45.03;0
45.03;31.99
45.03;16
45.03;31.99
45.03;0
45.03;31.99
45.03;0
45.03;16
45.03;16
45.03;31.99
45.03;0
45.03;31.99
45.03;0
45.03;31.99
45.03;0
45.03;31.99
45.03;0
45.03;31.99
45.03;0
45.03;31.99
45.03;0
45.03;31.99
45.03;0
45.03;31.99
45.03;31.99
45.03;0
45.03;31.99
45.03;0
45.03;16
45.03;0
45.03;31.99
45.03;16
45.03;31.99
45.03;0
45.03;16
45.03;0
45.03;31.99
45.03;0
45.03;31.99
45.03;31.99
45.03;0
45.03;31.99
45.03;31.99
45.03;0
45.03;31.99
45.03;0
45.03;31.99
45.03;31.99
45.03;0
45.03;31.99
45.03;0
45.03;31.99
45.03;0
45.03;31.99
45.03;0
45.03;31.99
45.03;0
45.03;31.99
45.03;31.99
45.03;0
45.03;31.99
45.03;0
45.03;31.99
45.03;31.99
45.03;16
45.03;31.99
45.03;0
45.03;31.99
45.03;0
45.03;31.99
45.03;0
45.03;31.99
45.03;0
45.03;31.99
45.03;16
45.03;31.99
45.03;0
45.03;31.99
45.03;0
45.03;31.99
45.03;0
45.03;31.99
45.03;16
45.03;31.99
45.03;0
45.03;31.99
45.03;0
45.03;31.99
45.03;16
45.03;31.99
45.03;0
45.03;31.99
45.03;0
45.03;31.99
45.03;16
45.03;31.99
45.03;0
45.03;31.99
45.03;31.99
45.03;16
45.03;31.99
45.03;0
45.03;31.99
45.03;31.99
45.03;0
45.09;16
45.09;16
45.09;16
45.09;0
45.09;16
45.09;16
45.09;0
45.09;0
45.09;16
45.09;16
45.09;0
45.09;16
45.09;0
45.09;0
45.09;0
45.09;16
45.09;0
45.09;0
45.09;0
45.09;16
45.09;16
45.09;0
45.09;16
45.09;0
45.09;0
45.09;16
45.09;0
45.09;16
45.09;0
45.09;0
